record_id,merchant,category,rail,bank,gateway,gross_amount,fee_amount,bank_amount,gateway_amount,bank_date,gateway_date,bank_ref,gateway_ref,bank_desc,gateway_desc,status,anomaly_flag,anomaly_category
TXN-10K-01902,Swiggy Instamart Fleet,Quick Commerce,NEFT/RTGS,SBI,Stripe,951559.85,0.0,951559.85,951559.85,2026-08-24 20:27:00,2026-08-24 20:27:00,REF-SWG9564714,PO-SWG9564714,NEFT/RTGS CR-SWG9564714-STRIPE-TREASURY SWEEP-Swiggy Instamart Fleet,Corporate treasury gross settlement SWG9564714,matched,False,matched_clean
TXN-10K-01903,Freshworks SaaS Cloud,SaaS,Credit Card,AXIS,PayU,53307.7,1113.12,53307.7,52194.58,2026-08-10 01:39:00,2026-08-10 01:39:00,REF-FRSH5979441,PO-FRSH5979441,CARD SETTLE-FRSH5979441-PAYU-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH5979441,matched,False,matched_clean
TXN-10K-01904,Freshworks SaaS Cloud,SaaS,UPI,HDFC,Stripe,9186.99,21.68,9186.99,9165.31,2026-08-26 13:42:00,2026-08-26 13:42:00,REF-FRSH8310545,PO-FRSH8310545,UPI CR-FRSH8310545-STRIPE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH8310545,matched,False,matched_clean
TXN-10K-01905,Cleartrip Flights & Hotels,Travel,UPI,ICICI,PayU,8876.38,20.94,8876.38,8855.44,2026-08-29 10:49:00,2026-08-29 10:49:00,REF-CLRT5434785,PO-CLRT5434785,UPI CR-CLRT5434785-PAYU-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT5434785,matched,False,matched_clean
TXN-10K-01906,Nykaa Cosmetics D2C,D2C,UPI,SBI,Stripe,8370.25,19.75,8370.25,8330.74,2026-08-19 21:43:00,2026-08-19 21:43:00,REF-NYK9155514,PO-NYK9155514,UPI CR-NYK9155514-STRIPE-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK9155514,flagged,True,fee_deduction
TXN-10K-01907,Razorpay Capital Advances,Lending,UPI,KOTAK,Stripe,8732.97,20.61,8732.97,8622.78,2026-08-09 21:31:00,2026-08-09 21:31:00,REF-RZPC9337352,PO-RZPC9337352,UPI CR-RZPC9337352-STRIPE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC9337352,flagged,True,fee_deduction
TXN-10K-01908,Dunzo Quick Commerce,E-Commerce,Credit Card,HDFC,Razorpay,17403.33,444.69,17403.33,16958.64,2026-08-22 22:59:00,2026-08-22 22:59:00,REF-DNZ5615562,PO-DNZ5615562,CARD SETTLE-DNZ5615562-RAZORPAY-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ5615562,matched,False,matched_clean
TXN-10K-01909,Zomato Logistics Payouts,Logistics,NetBanking,ICICI,Cashfree,87250.47,2207.04,87250.47,85043.43,2026-08-13 02:10:00,2026-08-13 02:10:00,REF-ZMT3733931,PO-ZMT3733931,NB CR-ZMT3733931-CASHFREE-DIRECT DISBURSE-Zomato Logistics Payouts,Internet banking settlement net of fee ZMT3733931,matched,False,matched_clean
TXN-10K-01910,Zerodha Securities Payout,FinTech,UPI,HDFC,Razorpay,7874.53,18.58,7874.53,7855.95,2026-09-03 15:14:00,2026-09-03 15:14:00,REF-ZRD3699752,PO-ZRD3699752,UPI CR-ZRD3699752-RAZORPAY-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD3699752,matched,False,matched_clean
TXN-10K-01911,Infosys Contractor Payroll,Enterprise,UPI,ICICI,Razorpay,6382.33,15.06,6382.33,6367.27,2026-08-26 03:30:00,2026-08-26 03:30:00,REF-INFY7260277,PO-INFY7260277,UPI CR-INFY7260277-RAZORPAY-COLLECTION-Infosys Contractor Payroll,UPI instant merchant payout batch INFY7260277,matched,False,matched_clean
TXN-10K-01912,Freshworks SaaS Cloud,SaaS,NEFT/RTGS,HDFC,Cashfree,787702.48,0.0,787702.48,787702.48,2026-08-04 12:07:00,2026-08-04 12:07:00,REF-FRSH2948986,PO-FRSH2948986,NEFT/RTGS CR-FRSH2948986-CASHFREE-TREASURY SWEEP-Freshworks SaaS Cloud,Corporate treasury gross settlement FRSH2948986,matched,False,matched_clean
TXN-10K-01913,Dunzo Quick Commerce,E-Commerce,NetBanking,KOTAK,Stripe,160034.0,3248.98,160034.0,156785.02,2026-08-08 07:25:00,2026-08-08 07:25:00,REF-DNZ2445753,PO-DNZ2445753,NB CR-DNZ2445753-STRIPE-DIRECT DISBURSE-Dunzo Quick Commerce,Internet banking settlement net of fee DNZ2445753,matched,False,matched_clean
TXN-10K-01914,Dunzo Quick Commerce,E-Commerce,NEFT/RTGS,SBI,Stripe,1041523.84,0.0,1041523.84,1041523.84,2026-08-29 10:49:00,2026-08-29 10:49:00,REF-DNZ3284457,PO-DNZ3284457,NEFT/RTGS CR-DNZ3284457-STRIPE-TREASURY SWEEP-Dunzo Quick Commerce,Corporate treasury gross settlement DNZ3284457,matched,False,matched_clean
TXN-10K-01915,Dunzo Quick Commerce,E-Commerce,Debit Card,AXIS,Razorpay,45011.25,892.03,45011.25,44119.22,2026-08-01 09:09:00,2026-08-01 09:09:00,REF-DNZ9117939,PO-DNZ9117939,DEBIT CR-DNZ9117939-RAZORPAY-SETTLEMENT-Dunzo Quick Commerce,Debit collection clearance sweep DNZ9117939,matched,False,matched_clean
TXN-10K-01916,Freshworks SaaS Cloud,SaaS,Credit Card,KOTAK,Cashfree,25349.49,615.66,25349.49,24733.83,2026-08-19 16:44:00,2026-08-19 16:44:00,REF-FRSH3363058,PO-FRSH3363058,CARD SETTLE-FRSH3363058-CASHFREE-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH3363058,matched,False,matched_clean
TXN-10K-01917,Razorpay Capital Advances,Lending,NetBanking,KOTAK,Stripe,77121.88,1542.8,77121.88,75579.08,2026-08-10 05:18:00,2026-08-10 05:18:00,REF-RZPC5313268,PO-RZPC5313268,NB CR-RZPC5313268-STRIPE-DIRECT DISBURSE-Razorpay Capital Advances,Internet banking settlement net of fee RZPC5313268,matched,False,matched_clean
TXN-10K-01918,Freshworks SaaS Cloud,SaaS,NEFT/RTGS,AXIS,Razorpay,961986.26,0.0,961986.26,961986.26,2026-09-02 13:49:00,2026-09-02 13:49:00,REF-FRSH8954664,PO-FRSH8954664,NEFT/RTGS CR-FRSH8954664-RAZORPAY-TREASURY SWEEP-Freshworks SaaS Cloud,Corporate treasury gross settlement FRSH8954664,matched,False,matched_clean
TXN-10K-01919,Zerodha Securities Payout,FinTech,UPI,KOTAK,Razorpay,11592.11,27.35,11592.11,11564.76,2026-08-05 10:12:00,2026-08-05 10:12:00,REF-ZRD5325450,PO-ZRD5325450,UPI CR-ZRD5325450-RAZORPAY-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD5325450,matched,False,matched_clean
TXN-10K-01920,Cleartrip Flights & Hotels,Travel,UPI,SBI,PayU,2870.16,6.77,2870.16,10.0,2026-08-30 19:07:00,2026-08-30 19:07:00,REF-CLRT4579179,PO-CLRT4579179,UPI CR-CLRT4579179-PAYU-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT4579179,mismatched,True,amount_discrepancy
TXN-10K-01921,Nykaa Cosmetics D2C,D2C,Credit Card,AXIS,Cashfree,66240.6,1402.63,66240.6,64837.97,2026-08-16 20:30:00,2026-08-16 20:30:00,REF-NYK3539800,PO-NYK3539800,CARD SETTLE-NYK3539800-CASHFREE-POS DISBURSE-Nykaa Cosmetics D2C,Card settlement net of gateway interchange NYK3539800,matched,False,matched_clean
TXN-10K-01922,Zerodha Securities Payout,FinTech,UPI,KOTAK,PayU,6524.61,15.4,6524.61,6509.21,2026-08-14 05:04:00,2026-08-14 05:04:00,REF-ZRD4674703,PO-CORRUPT-467470,UPI CR-ZRD4674703-PAYU-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD4674703,flagged,True,reference_corruption
TXN-10K-01923,Zerodha Securities Payout,FinTech,Credit Card,SBI,Stripe,72614.27,1837.77,72614.27,70776.5,2026-08-21 16:46:00,2026-08-21 16:46:00,REF-ZRD7419383,PO-ZRD7419383,CARD SETTLE-ZRD7419383-STRIPE-POS DISBURSE-Zerodha Securities Payout,Card settlement net of gateway interchange ZRD7419383,matched,False,matched_clean
TXN-10K-01924,Zerodha Securities Payout,FinTech,Credit Card,AXIS,Stripe,25616.61,649.57,25616.61,24967.04,2026-08-05 00:12:00,2026-08-05 00:12:00,REF-ZRD8454679,PO-ZRD8454679,CARD SETTLE-ZRD8454679-STRIPE-POS DISBURSE-Zerodha Securities Payout,Card settlement net of gateway interchange ZRD8454679,matched,False,matched_clean
TXN-10K-01925,Razorpay Capital Advances,Lending,Credit Card,SBI,PayU,27210.01,527.92,27210.01,26682.09,2026-08-24 22:33:00,2026-08-24 22:33:00,REF-RZPC3675223,PO-RZPC3675223,CARD SETTLE-RZPC3675223-PAYU-POS DISBURSE-Razorpay Capital Advances,Card settlement net of gateway interchange RZPC3675223,matched,False,matched_clean
TXN-10K-01926,Dunzo Quick Commerce,E-Commerce,Credit Card,KOTAK,Razorpay,25798.02,561.76,25798.02,25236.26,2026-08-21 12:39:00,2026-08-21 12:39:00,REF-DNZ1713118,PO-DNZ1713118,CARD SETTLE-DNZ1713118-RAZORPAY-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ1713118,matched,False,matched_clean
TXN-10K-01927,Dunzo Quick Commerce,E-Commerce,NetBanking,KOTAK,Razorpay,22452.73,541.87,22452.73,21910.86,2026-08-06 12:25:00,2026-08-08 12:25:00,REF-DNZ8762813,PO-DNZ8762813,NB CR-DNZ8762813-RAZORPAY-DIRECT DISBURSE-Dunzo Quick Commerce,Internet banking settlement net of fee DNZ8762813,flagged,True,settlement_lag
TXN-10K-01928,Swiggy Instamart Fleet,Quick Commerce,UPI,HDFC,Stripe,4529.74,10.69,4529.74,4519.05,2026-08-30 08:16:00,2026-08-30 08:16:00,REF-SWG7527429,PO-SWG7527429,UPI CR-SWG7527429-STRIPE-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG7527429,matched,False,matched_clean
TXN-10K-01929,Cleartrip Flights & Hotels,Travel,UPI,ICICI,Razorpay,9371.59,22.11,9371.59,9349.48,2026-08-15 19:45:00,2026-08-15 19:45:00,REF-CLRT5497120,PO-CLRT5497120,UPI CR-CLRT5497120-RAZORPAY-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT5497120,matched,False,matched_clean
TXN-10K-01930,Freshworks SaaS Cloud,SaaS,NetBanking,ICICI,Razorpay,121700.75,2943.16,121700.75,118757.59,2026-08-12 23:56:00,2026-08-15 23:56:00,REF-FRSH6263801,PO-FRSH6263801,NB CR-FRSH6263801-RAZORPAY-DIRECT DISBURSE-Freshworks SaaS Cloud,Internet banking settlement net of fee FRSH6263801,flagged,True,settlement_lag
TXN-10K-01931,Dunzo Quick Commerce,E-Commerce,NetBanking,HDFC,Stripe,137920.65,2567.64,137920.65,135353.01,2026-08-04 11:41:00,2026-08-04 11:41:00,REF-DNZ6360447,PO-DNZ6360447,NB CR-DNZ6360447-STRIPE-DIRECT DISBURSE-Dunzo Quick Commerce,Internet banking settlement net of fee DNZ6360447,matched,False,matched_clean
TXN-10K-01932,Cleartrip Flights & Hotels,Travel,UPI,SBI,Cashfree,13375.36,31.56,13375.36,13343.8,2026-08-22 10:05:00,2026-08-22 10:05:00,REF-CLRT8349455,PO-CLRT8349455,UPI CR-CLRT8349455-CASHFREE-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT8349455,matched,False,matched_clean
TXN-10K-01933,Infosys Contractor Payroll,Enterprise,Debit Card,HDFC,PayU,63525.93,1612.8,63525.93,61913.13,2026-08-31 05:18:00,2026-08-31 05:18:00,REF-INFY1830765,PO-INFY1830765,DEBIT CR-INFY1830765-PAYU-SETTLEMENT-Infosys Contractor Payroll,Debit collection clearance sweep INFY1830765,matched,False,matched_clean
TXN-10K-01934,Swiggy Instamart Fleet,Quick Commerce,NetBanking,SBI,Razorpay,121624.74,3139.86,121624.74,118484.88,2026-08-05 10:38:00,2026-08-05 10:38:00,REF-SWG1163120,PO-SWG1163120,NB CR-SWG1163120-RAZORPAY-DIRECT DISBURSE-Swiggy Instamart Fleet,Internet banking settlement net of fee SWG1163120,matched,False,matched_clean
TXN-10K-01935,Swiggy Instamart Fleet,Quick Commerce,Debit Card,ICICI,Cashfree,2100.72,43.22,2100.72,2057.5,2026-08-08 09:06:00,2026-08-10 09:06:00,REF-SWG5654572,PO-SWG5654572,DEBIT CR-SWG5654572-CASHFREE-SETTLEMENT-Swiggy Instamart Fleet,Debit collection clearance sweep SWG5654572,flagged,True,settlement_lag
TXN-10K-01936,Razorpay Capital Advances,Lending,UPI,HDFC,Cashfree,8210.0,19.38,8210.0,8110.88,2026-08-07 16:33:00,2026-08-07 16:33:00,REF-RZPC6650746,PO-RZPC6650746,UPI CR-RZPC6650746-CASHFREE-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC6650746,flagged,True,fee_deduction
TXN-10K-01937,Cleartrip Flights & Hotels,Travel,UPI,KOTAK,Cashfree,11288.13,26.64,11288.13,11261.49,2026-08-25 08:24:00,2026-08-25 08:24:00,REF-CLRT6712098,PO-CLRT6712098,UPI CR-CLRT6712098-CASHFREE-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT6712098,matched,False,matched_clean
TXN-10K-01938,Nykaa Cosmetics D2C,D2C,UPI,AXIS,Razorpay,6202.22,14.63,6202.22,6187.59,2026-09-02 04:26:00,2026-09-02 04:26:00,REF-NYK1218912,PO-NYK1218912,UPI CR-NYK1218912-RAZORPAY-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK1218912,matched,False,matched_clean
TXN-10K-01939,Razorpay Capital Advances,Lending,NEFT/RTGS,KOTAK,PayU,1095158.22,0.0,1095158.22,1095158.22,2026-08-04 11:30:00,2026-08-04 11:30:00,REF-RZPC7490389,PO-RZPC7490389,NEFT/RTGS CR-RZPC7490389-PAYU-TREASURY SWEEP-Razorpay Capital Advances,Corporate treasury gross settlement RZPC7490389,matched,False,matched_clean
TXN-10K-01940,Infosys Contractor Payroll,Enterprise,Debit Card,SBI,Razorpay,67283.37,1576.83,67283.37,65706.54,2026-09-01 02:05:00,2026-09-01 02:05:00,REF-INFY5480454,PO-INFY5480454,DEBIT CR-INFY5480454-RAZORPAY-SETTLEMENT-Infosys Contractor Payroll,Debit collection clearance sweep INFY5480454,matched,False,matched_clean
TXN-10K-01941,Zomato Logistics Payouts,Logistics,UPI,ICICI,Cashfree,10528.51,24.85,10528.51,10503.66,2026-08-24 16:40:00,2026-08-24 16:40:00,REF-ZMT1344120,PO-ZMT1344120,UPI CR-ZMT1344120-CASHFREE-COLLECTION-Zomato Logistics Payouts,UPI instant merchant payout batch ZMT1344120,matched,False,matched_clean
TXN-10K-01942,Infosys Contractor Payroll,Enterprise,Debit Card,AXIS,PayU,63672.54,1241.64,63672.54,62430.9,2026-08-22 20:11:00,2026-08-22 20:11:00,REF-INFY1135055,PO-INFY1135055,DEBIT CR-INFY1135055-PAYU-SETTLEMENT-Infosys Contractor Payroll,Debit collection clearance sweep INFY1135055,matched,False,matched_clean
TXN-10K-01943,Dunzo Quick Commerce,E-Commerce,UPI,HDFC,PayU,5785.32,13.65,5785.32,5771.67,2026-08-17 13:26:00,2026-08-17 13:26:00,REF-DNZ7562626,PO-DNZ7562626,UPI CR-DNZ7562626-PAYU-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ7562626,matched,False,matched_clean
TXN-10K-01944,Freshworks SaaS Cloud,SaaS,UPI,AXIS,Cashfree,1058.05,2.5,1058.05,1055.55,2026-08-13 07:34:00,2026-08-13 07:34:00,REF-FRSH3507382,PO-FRSH3507382,UPI CR-FRSH3507382-CASHFREE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH3507382,matched,False,matched_clean
TXN-10K-01945,Zomato Logistics Payouts,Logistics,NetBanking,SBI,Cashfree,17205.2,395.94,17205.2,16706.17,2026-08-04 04:30:00,2026-08-04 04:30:00,REF-ZMT1668300,PO-ZMT1668300,NB CR-ZMT1668300-CASHFREE-DIRECT DISBURSE-Zomato Logistics Payouts,Internet banking settlement net of fee ZMT1668300,flagged,True,fee_deduction
TXN-10K-01946,Dunzo Quick Commerce,E-Commerce,UPI,SBI,Stripe,11499.94,27.14,11499.94,11472.8,2026-09-05 03:58:00,2026-09-05 03:58:00,REF-DNZ7945843,PO-DNZ7945843,UPI CR-DNZ7945843-STRIPE-COLLECTION-Dunzo Quick Commerce,UPI instant merchant payout batch DNZ7945843,matched,False,matched_clean
TXN-10K-01947,Zomato Logistics Payouts,Logistics,NetBanking,HDFC,Stripe,25413.45,495.99,25413.45,24917.46,2026-08-25 22:24:00,2026-08-25 22:24:00,REF-ZMT8450288,PO-ZMT8450288,NB CR-ZMT8450288-STRIPE-DIRECT DISBURSE-Zomato Logistics Payouts,Internet banking settlement net of fee ZMT8450288,matched,False,matched_clean
TXN-10K-01948,Dunzo Quick Commerce,E-Commerce,NEFT/RTGS,SBI,Cashfree,1112059.06,0.0,1112059.06,1112059.06,2026-08-30 20:24:00,2026-08-30 20:24:00,REF-DNZ8569000,PO-DNZ8569000,NEFT/RTGS CR-DNZ8569000-CASHFREE-TREASURY SWEEP-Dunzo Quick Commerce,Corporate treasury gross settlement DNZ8569000,matched,False,matched_clean
TXN-10K-01949,Swiggy Instamart Fleet,Quick Commerce,UPI,ICICI,Razorpay,11093.66,26.18,11093.66,11067.48,2026-08-28 19:38:00,2026-08-28 19:38:00,REF-SWG3809967,PO-SWG3809967,UPI CR-SWG3809967-RAZORPAY-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG3809967,matched,False,matched_clean
TXN-10K-01950,Zomato Logistics Payouts,Logistics,Credit Card,ICICI,PayU,66314.13,1424.4,66314.13,64889.73,2026-08-02 08:41:00,2026-08-02 08:41:00,REF-ZMT3373393,PO-ZMT3373393,CARD SETTLE-ZMT3373393-PAYU-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT3373393,matched,False,matched_clean
TXN-10K-01951,Cleartrip Flights & Hotels,Travel,Credit Card,HDFC,Cashfree,35396.51,626.84,35396.51,34769.67,2026-08-03 08:43:00,2026-08-03 08:43:00,REF-CLRT3115310,PO-CLRT3115310,CARD SETTLE-CLRT3115310-CASHFREE-POS DISBURSE-Cleartrip Flights & Hotels,Card settlement net of gateway interchange CLRT3115310,matched,False,matched_clean
TXN-10K-01952,Freshworks SaaS Cloud,SaaS,UPI,SBI,Stripe,11316.22,26.7,11316.22,11289.52,2026-08-01 15:10:00,2026-08-01 15:10:00,REF-FRSH4171650,PO-FRSH4171650,UPI CR-FRSH4171650-STRIPE-COLLECTION-Freshworks SaaS Cloud,UPI instant merchant payout batch FRSH4171650,matched,False,matched_clean
TXN-10K-01953,Cleartrip Flights & Hotels,Travel,UPI,HDFC,Stripe,13617.53,32.14,13617.53,13585.39,2026-09-03 13:14:00,2026-09-03 13:14:00,REF-CLRT9761967,PO-CLRT9761967,UPI CR-CLRT9761967-STRIPE-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT9761967,matched,False,matched_clean
TXN-10K-01954,Infosys Contractor Payroll,Enterprise,Credit Card,HDFC,Cashfree,33209.63,645.81,33209.63,32563.82,2026-08-09 02:10:00,2026-08-09 02:10:00,REF-INFY8323766,PO-INFY8323766,CARD SETTLE-INFY8323766-CASHFREE-POS DISBURSE-Infosys Contractor Payroll,Card settlement net of gateway interchange INFY8323766,matched,False,matched_clean
TXN-10K-01955,Postman API Cloud,SaaS,Debit Card,KOTAK,Razorpay,66197.47,1263.27,66197.47,64934.2,2026-08-31 08:33:00,2026-08-31 08:33:00,REF-POST8892760,PO-POST8892760,DEBIT CR-POST8892760-RAZORPAY-SETTLEMENT-Postman API Cloud,Debit collection clearance sweep POST8892760,matched,False,matched_clean
TXN-10K-01956,Razorpay Capital Advances,Lending,Debit Card,KOTAK,Razorpay,56580.44,1251.5,56580.44,55328.94,2026-08-22 17:04:00,2026-08-22 17:04:00,REF-RZPC9032095,PO-RZPC9032095,DEBIT CR-RZPC9032095-RAZORPAY-SETTLEMENT-Razorpay Capital Advances,Debit collection clearance sweep RZPC9032095,matched,False,matched_clean
TXN-10K-01957,Swiggy Instamart Fleet,Quick Commerce,Credit Card,ICICI,Razorpay,28907.3,726.37,28907.3,28180.93,2026-08-11 02:21:00,2026-08-11 02:21:00,REF-SWG9046216,PO-SWG9046216,CARD SETTLE-SWG9046216-RAZORPAY-POS DISBURSE-Swiggy Instamart Fleet,Card settlement net of gateway interchange SWG9046216,matched,False,matched_clean
TXN-10K-01958,Zerodha Securities Payout,FinTech,NetBanking,SBI,Cashfree,120037.39,2840.91,120037.39,117196.48,2026-09-02 13:42:00,2026-09-02 13:42:00,REF-ZRD3820608,PO-ZRD3820608,NB CR-ZRD3820608-CASHFREE-DIRECT DISBURSE-Zerodha Securities Payout,Internet banking settlement net of fee ZRD3820608,matched,False,matched_clean
TXN-10K-01959,Dunzo Quick Commerce,E-Commerce,Credit Card,HDFC,Stripe,46590.09,876.7,46590.09,45713.39,2026-09-04 13:21:00,2026-09-06 13:21:00,REF-DNZ4835916,PO-DNZ4835916,CARD SETTLE-DNZ4835916-STRIPE-POS DISBURSE-Dunzo Quick Commerce,Card settlement net of gateway interchange DNZ4835916,flagged,True,settlement_lag
TXN-10K-01960,Zerodha Securities Payout,FinTech,UPI,HDFC,Cashfree,14812.93,34.96,14812.93,14777.97,2026-08-14 13:29:00,2026-08-14 13:29:00,REF-ZRD9806371,PO-ZRD9806371,UPI CR-ZRD9806371-CASHFREE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD9806371,matched,False,matched_clean
TXN-10K-01961,Freshworks SaaS Cloud,SaaS,Credit Card,AXIS,Cashfree,53637.87,1275.34,53637.87,52362.53,2026-08-02 07:58:00,2026-08-02 07:58:00,REF-FRSH3122871,PO-FRSH3122871,CARD SETTLE-FRSH3122871-CASHFREE-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH3122871,matched,False,matched_clean
TXN-10K-01962,Cleartrip Flights & Hotels,Travel,NEFT/RTGS,HDFC,Stripe,368547.95,0.0,368547.95,368547.95,2026-08-10 16:28:00,2026-08-10 16:28:00,REF-CLRT3201179,PO-CLRT3201179,NEFT/RTGS CR-CLRT3201179-STRIPE-TREASURY SWEEP-Cleartrip Flights & Hotels,Corporate treasury gross settlement CLRT3201179,matched,False,matched_clean
TXN-10K-01963,Infosys Contractor Payroll,Enterprise,NetBanking,AXIS,Cashfree,27258.62,644.1,27258.62,26614.52,2026-08-07 17:19:00,2026-08-07 17:19:00,REF-INFY7256739,PO-INFY7256739,NB CR-INFY7256739-CASHFREE-DIRECT DISBURSE-Infosys Contractor Payroll,Internet banking settlement net of fee INFY7256739,matched,False,matched_clean
TXN-10K-01964,Cleartrip Flights & Hotels,Travel,UPI,KOTAK,Razorpay,13312.09,31.41,13312.09,13280.68,2026-08-27 17:39:00,2026-08-27 17:39:00,REF-CLRT7641644,PO-CLRT7641644,UPI CR-CLRT7641644-RAZORPAY-COLLECTION-Cleartrip Flights & Hotels,UPI instant merchant payout batch CLRT7641644,matched,False,matched_clean
TXN-10K-01965,Dunzo Quick Commerce,E-Commerce,NEFT/RTGS,SBI,Stripe,555965.92,0.0,555965.92,555965.92,2026-08-30 21:08:00,2026-09-01 21:08:00,REF-DNZ7675380,PO-DNZ7675380,NEFT/RTGS CR-DNZ7675380-STRIPE-TREASURY SWEEP-Dunzo Quick Commerce,Corporate treasury gross settlement DNZ7675380,flagged,True,settlement_lag
TXN-10K-01966,Swiggy Instamart Fleet,Quick Commerce,UPI,KOTAK,Stripe,1204.91,2.84,1204.91,1202.07,2026-08-03 07:14:00,2026-08-03 07:14:00,REF-SWG3716216,PO-CORRUPT-371621,UPI CR-SWG3716216-STRIPE-COLLECTION-Swiggy Instamart Fleet,UPI instant merchant payout batch SWG3716216,flagged,True,reference_corruption
TXN-10K-01967,Freshworks SaaS Cloud,SaaS,Credit Card,AXIS,Razorpay,29105.26,567.62,29105.26,28537.64,2026-08-03 14:25:00,2026-08-05 14:25:00,REF-FRSH9906787,PO-FRSH9906787,CARD SETTLE-FRSH9906787-RAZORPAY-POS DISBURSE-Freshworks SaaS Cloud,Card settlement net of gateway interchange FRSH9906787,flagged,True,settlement_lag
TXN-10K-01968,Zerodha Securities Payout,FinTech,UPI,ICICI,Cashfree,5898.43,13.92,5898.43,5884.51,2026-08-11 14:08:00,2026-08-11 14:08:00,REF-ZRD2361636,PO-ZRD2361636,UPI CR-ZRD2361636-CASHFREE-COLLECTION-Zerodha Securities Payout,UPI instant merchant payout batch ZRD2361636,matched,False,matched_clean
TXN-10K-01969,Zomato Logistics Payouts,Logistics,Credit Card,HDFC,PayU,38180.24,981.34,38180.24,37198.9,2026-08-24 22:51:00,2026-08-24 22:51:00,REF-ZMT7183652,PO-ZMT7183652,CARD SETTLE-ZMT7183652-PAYU-POS DISBURSE-Zomato Logistics Payouts,Card settlement net of gateway interchange ZMT7183652,matched,False,matched_clean
TXN-10K-01970,Razorpay Capital Advances,Lending,UPI,AXIS,Razorpay,10551.33,24.9,10551.33,10526.43,2026-08-10 11:52:00,2026-08-10 11:52:00,REF-RZPC9592367,PO-RZPC9592367,UPI CR-RZPC9592367-RAZORPAY-COLLECTION-Razorpay Capital Advances,UPI instant merchant payout batch RZPC9592367,matched,False,matched_clean
TXN-10K-01971,Nykaa Cosmetics D2C,D2C,UPI,SBI,Razorpay,4411.05,10.41,4411.05,4400.64,2026-08-17 19:15:00,2026-08-17 19:15:00,REF-NYK1606961,PO-NYK1606961,UPI CR-NYK1606961-RAZORPAY-COLLECTION-Nykaa Cosmetics D2C,UPI instant merchant payout batch NYK1606961,matched,False,matched_clean
